symbol;name;short_name;sector;industry
NBB;Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest;Nuveen Taxable Municipal Income Fund;Finance;Finance Companies
NBH;Neuberger Berman Municipal Fund Inc. Common Stock;Neuberger Berman Municipal Fund;Finance;Finance/Investors Services
NBHC;National Bank Holdings Corporation Common Stock;National Bank Holdings;Finance;Major Banks
NBIX;Neurocrine Biosciences Inc. Common Stock;Neurocrine Biosciences;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NBN;Northeast Bank Common Stock;Northeast Bank;Finance;Major Banks
NBO;Neuberger Berman New York Municipal Fund Inc. Common Stock;Neuberger Berman New York Municipal Fund;Finance;Finance/Investors Services
NBR;Nabors Industries Ltd.;Nabors Industries;Energy;Oil & Gas Production
NBRV;Nabriva Therapeutics plc Ordinary Shares Ireland;Nabriva Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
NBSE;NeuBase Therapeutics Inc.  Common Stock;NeuBase Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
NBST;Newbury Street Acquisition Corporation Common Stock;Newbury Street Acquisition;Industrials;Consumer Electronics/Appliances
NBSTW;Newbury Street Acquisition Corporation Warrants;Newbury Street Acquisition Warrants;Industrials;Consumer Electronics/Appliances
NBTB;NBT Bancorp Inc. Common Stock;NBT Bancorp;Finance;Major Banks
NBTX;Nanobiotix S.A. American Depositary Shares;Nanobiotix;Health Care;Biotechnology: Pharmaceutical Preparations
NBW;Neuberger Berman California Municipal Fund Inc Common Stock;Neuberger Berman California Municipal Fund;Finance;Finance/Investors Services
NBXG;Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock;Neuberger Berman Next Generation Connectivity Fund;Finance;Trusts Except Educational Religious and Charitable
NBY;NovaBay Pharmaceuticals Inc. Common Stock;NovaBay Pharmaceuticals;Health Care;Biotechnology: Pharmaceutical Preparations
NC;NACCO Industries Inc. Common Stock;NACCO Industries;;
NCA;Nuveen California Municipal Value Fund;Nuveen California Municipal Value Fund;Finance;Investment Managers
NCAC;Newcourt Acquisition Corp Class A Ordinary Share;Newcourt Acquisition;Finance;Blank Checks
NCACU;Newcourt Acquisition Corp Unit;Newcourt Acquisition Unit;Finance;Blank Checks
NCACW;Newcourt Acquisition Corp Warrant;Newcourt Acquisition Warrant;Finance;Blank Checks
NCLH;Norwegian Cruise Line Holdings Ltd. Ordinary Shares;Norwegian Cruise Line Holdings;Consumer Discretionary;Marine Transportation
NCMI;National CineMedia Inc. Common Stock;National CineMedia;Consumer Discretionary;Advertising
NCNA;NuCana plc American Depositary Share;NuCana;Health Care;Biotechnology: Pharmaceutical Preparations
NCNO;nCino Inc. Common Stock;nCino;Technology;Computer Software: Prepackaged Software
NCPL;Netcapital Inc. Common Stock;Netcapital;Finance;Investment Managers
NCPLW;Netcapital Inc. Warrants;Netcapital Warrants;Finance;Investment Managers
NCR;NCR Corporation Common Stock;NCR;Miscellaneous;Office Equipment/Supplies/Services
NCRA;Nocera Inc. Common Stock;Nocera;Consumer Staples;Packaged Foods
NCSM;NCS Multistage Holdings Inc. Common Stock;NCS Multistage Holdings;Energy;Oilfield Services/Equipment
NCTY;The9 Limited American Depository Shares;The9 Limited;Technology;Computer Software: Prepackaged Software
NCV;Virtus Convertible & Income Fund Common Shares of Beneficial Interest;Virtus Convertible & Income Fund;Finance;Finance Companies
NCZ;Virtus Convertible & Income Fund II Common Shares of Beneficial Interest;Virtus Convertible & Income Fund II;Finance;Finance Companies
NDAQ;Nasdaq Inc. Common Stock;Nasdaq;Finance;Investment Bankers/Brokers/Service
NDLS;Noodles & Company Class A Common Stock;Noodles & Company;Consumer Discretionary;Restaurants
NDMO;Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest;Nuveen Dynamic Municipal Opportunities Fund;Finance;Trusts Except Educational Religious and Charitable
NDP;Tortoise Energy Independence Fund Inc. Common Stock;Tortoise Energy Independence Fund;Finance;Finance/Investors Services
NDRA;ENDRA Life Sciences Inc. Common Stock;ENDRA Life Sciences;Health Care;Medical Specialities
NDSN;Nordson Corporation Common Stock;Nordson;Industrials;Industrial Machinery/Components
NE;Noble Corporation plc A Ordinary Shares;Noble Corporation;Energy;Oil & Gas Production
NEA;Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01;Nuveen AMT-Free;Finance;Finance/Investors Services
NECB;NorthEast Community Bancorp Inc. Common Stock;NorthEast Community Bancorp;Finance;Savings Institutions
NEE;NextEra Energy Inc. Common Stock;NextEra Energy;Utilities;Electric Utilities: Central
NEGG;Newegg Commerce Inc. Common Shares;Newegg Commerce;Consumer Discretionary;Other Specialty Stores
NEM;Newmont Corporation;Newmont Corporation;Basic Materials;Precious Metals
NEN;New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership;New England Realty Associates;Finance;Real Estate
NEO;NeoGenomics Inc. Common Stock;NeoGenomics;Health Care;Precision Instruments
NEOG;Neogen Corporation Common Stock;Neogen Corporation;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON;Neonode Inc. Common Stock;Neonode;Technology;Industrial Machinery/Components
NEOV;NeoVolta Inc. Common Stock;NeoVolta;Consumer Discretionary;Electrical Products
NEOVW;NeoVolta Inc. Warrant;NeoVolta Warrant;Consumer Discretionary;Electrical Products
NEP;NextEra Energy Partners LP Common Units representing limited partner interests;NextEra Energy Partners;Utilities;Electric Utilities: Central
NEPH;Nephros Inc. Common Stock;Nephros;Health Care;Medical/Dental Instruments
NEPT;Neptune Wellness Solutions Inc. Ordinary Shares;Neptune Wellness Solutions;Health Care;Pharmaceuticals and Biotechnology
NERV;Minerva Neurosciences Inc Common Stock;Minerva Neurosciences;Health Care;Biotechnology: Pharmaceutical Preparations
NESR;National Energy Services Reunited Corp. Ordinary Shares;National Energy Services Reunited;Energy;Oilfield Services/Equipment
NESRW;National Energy Services Reunited Corp. Warrant;National Energy Services Reunited Warrant;Energy;Oilfield Services/Equipment
NET;Cloudflare Inc. Class A Common Stock;Cloudflare;Technology;EDP Services
NETC;Nabors Energy Transition Corp. Class A Common Stock;Nabors Energy Transition;Industrials;Consumer Electronics/Appliances
NETI;Eneti Inc. Common Stock;Eneti;Consumer Discretionary;Marine Transportation
NEU;NewMarket Corp Common Stock;NewMarket Corp;Industrials;Major Chemicals
NEWP;New Pacific Metals Corp. Common Shares;New Pacific Metals;;
NEWR;New Relic Inc. Common Stock;New Relic;Technology;Computer Software: Prepackaged Software
NEWT;NewtekOne Inc. Common Stock;NewtekOne;Finance;Finance/Investors Services
NEWTL;NewtekOne Inc. 5.75% Notes due 2024;NewtekOne Notes 2024;Finance;Finance/Investors Services
NEWTZ;NewtekOne Inc. 5.50% Notes Due 2026;NewtekOne Notes 2026;Consumer Discretionary;Business Services
NEX;NexTier Oilfield Solutions Inc. Common Stock;NexTier Oilfield Solutions;Energy;Oilfield Services/Equipment
NEXA;Nexa Resources S.A. Common Shares;Nexa Resources;Basic Materials;Metal Mining
NEXI;NexImmune Inc. Common Stock;NexImmune;Health Care;Biotechnology: Pharmaceutical Preparations
NEXT;NextDecade Corporation Common Stock;NextDecade Corporation;Energy;Oil & Gas Production
NFBK;Northfield Bancorp Inc. Common Stock (Delaware);Northfield Bancorp;Finance;Major Banks
NFE;New Fortress Energy Inc. Class A Common Stock;New Fortress Energy;Utilities;Oil/Gas Transmission
NFG;National Fuel Gas Company Common Stock;National Fuel Gas;Energy;Oil & Gas Production
NFGC;New Found Gold Corp Common Shares;New Found Gold;;
NFJ;Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest;Virtus Dividend Interest & Premium Strategy;Finance;Trusts Except Educational Religious and Charitable
NFLX;Netflix Inc. Common Stock;Netflix;Consumer Discretionary;Consumer Electronics/Video Chains
NFNT;Infinite Acquisition Corp. Class A Ordinary Shares;Infinite Acquisition;Finance;Blank Checks
NFTG;The NFT Gaming Company Inc. Common Stock;The NFT Gaming Company;;
NFYS;Enphys Acquisition Corp. Class A Ordinary Shares;Enphys Acquisition;Finance;Blank Checks
NG;Novagold Resources Inc.;Novagold Resources;;
NGD;New Gold Inc.;New Gold;;
NGG;National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares;National Grid Transco;Utilities;Natural Gas Distribution
NGL;NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests;NGL ENERGY PARTNERS;Energy;Oil & Gas Production
NGM;NGM Biopharmaceuticals Inc. Common Stock;NGM Biopharmaceuticals;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NGMS;NeoGames S.A. Ordinary Shares;NeoGames;Consumer Discretionary;Services-Misc. Amusement & Recreation
NGS;Natural Gas Services Group Inc. Common Stock;Natural Gas Services;Industrials;Metal Fabrications
NGVC;Natural Grocers by Vitamin Cottage Inc. Common Stock;Natural Grocers by Vitamin Cottage;Consumer Staples;Food Chains
NGVT;Ingevity Corporation Common Stock ;Ingevity Corporation;Industrials;Industrial Specialties
NH;NantHealth Inc. Common Stock;NantHealth;Health Care;Managed Health Care
NHC;National HealthCare Corporation Common Stock;National HealthCare;Health Care;Hospital/Nursing Management
NHI;National Health Investors Inc. Common Stock;National Health Investors;Real Estate;Real Estate Investment Trusts
NHIC;NewHold Investment Corp. II Class A Common Stock;NewHold Investment Corp II;Industrials;Consumer Electronics/Appliances
NHICU;NewHold Investment Corp. II Unit;NewHold Investment Corp II Unit;Industrials;Consumer Electronics/Appliances
NHS;Neuberger Berman High Yield Strategies Fund;Neuberger Berman High Yield Strategies;Finance;Trusts Except Educational Religious and Charitable
NHTC;Natural Health Trends Corp. Common Stock;Natural Health Trends;Miscellaneous;Diversified Commercial Services
NHWK;NightHawk Biosciences Inc. Common Stock;NightHawk Biosciences;Health Care;Biotechnology: Pharmaceutical Preparations
NI;NiSource Inc Common Stock;NiSource;Utilities;Power Generation
NIC;Nicolet Bankshares Inc. Common Stock;Nicolet Bankshares;Finance;Major Banks
NICE;NICE Ltd American Depositary Shares;NICE Ltd;Technology;Computer Software: Prepackaged Software
NICK;Nicholas Financial Inc. Common Stock;Nicholas Financial;;
NIE;Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest;Virtus Equity & Convertible Income;Finance;Investment Managers
NIM;Nuveen Select Maturities Municipal Fund Common Stock;Nuveen Select Maturities Municipal;Finance;Trusts Except Educational Religious and Charitable
NIMC;NiSource Inc Series A Corporate Units;NiSource Series A;Utilities;Power Generation
NINE;Nine Energy Service Inc. Common Stock;Nine Energy Service;Energy;Oilfield Services/Equipment
NIO;NIO Inc. American depositary shares each  representing one Class A ordinary share;NIO Inc;Consumer Discretionary;Auto Manufacturing
NIOBW;NioCorp Developments Ltd. Warrant;NioCorp Developments Warrant;;
NIQ;Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest;Nuveenn Intermediate Duration Quality Municipal;Finance;Finance/Investors Services
NIR;Near Intelligence Inc. Common Stock;Near Intelligence;Technology;EDP Services
NIRWW;Near Intelligence Inc. Warrant;Near Intelligence Warrant;Technology;EDP Services
NISN;NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares;NiSun International Enterprise Development;Industrials;Metal Fabrications
NIU;Niu Technologies American Depositary Shares;Niu Technologies;Consumer Discretionary;Auto Manufacturing
NJR;NewJersey Resources Corporation Common Stock;NewJersey Resources;Utilities;Oil/Gas Transmission
NKE;Nike Inc. Common Stock;Nike;Consumer Discretionary;Shoe Manufacturing
NKG;Nuveen Georgia Quality Municipal Income Fund ;Nuveen Georgia Quality Municipal;Finance;Finance/Investors Services
NKLA;Nikola Corporation Common Stock;Nikola Corporation;Industrials;Industrial Machinery/Components
NKSH;National Bankshares Inc. Common Stock;National Bankshares;Finance;Major Banks
NKTR;Nektar Therapeutics  Common Stock;Nektar Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
NKTX;Nkarta Inc. Common Stock;Nkarta;Health Care;Biotechnology: Pharmaceutical Preparations
NKX;Nuveen California AMT-Free Quality Municipal Income Fund;Nuveen California AMT-Free Quality Municipal;Finance;Finance/Investors Services
NL;NL Industries Inc. Common Stock;NL Industries;Consumer Discretionary;Diversified Commercial Services
NLS;Nautilus Inc. Common Stock;Nautilus;Consumer Discretionary;Recreational Games/Products/Toys
NLSP;NLS Pharmaceutics Ltd. Ordinary Shares;NLS Pharmaceutics;Health Care;Biotechnology: Pharmaceutical Preparations
NLSPW;NLS Pharmaceutics Ltd. Warrant;NLS Pharmaceutics Warrant;Health Care;Biotechnology: Pharmaceutical Preparations
NLTX;Neoleukin Therapeutics Inc. Common Stock;Neoleukin Therapeutics;Health Care;Biotechnology: Pharmaceutical Preparations
NLY;Annaly Capital Management Inc. Common Stock;Annaly Capital Management;Real Estate;Real Estate Investment Trusts
NM;Navios Maritime Holdings Inc. Common Stock;Navios Maritime Holdings;Consumer Discretionary;Marine Transportation
NMAI;Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest;Nuveen Multi-Asset Income;Finance;Investment Managers
NMCO;Nuveen Municipal Credit Opportunities Fund Common Shares;Nuveen Municipal Credit Opportunities;Finance;Finance/Investors Services
NMFC;New Mountain Finance Corporation Common Stock;New Mountain Finance;Finance;Finance/Investors Services
NMG;Nouveau Monde Graphite Inc. Common Shares;Nouveau Monde Graphite;;
NMI;Nuveen Municipal Income Fund Inc. Common Stock;Nuveen Municipal Income;Finance;Trusts Except Educational Religious and Charitable
NMIH;NMI Holdings Inc. Class A Common Stock;NMI Holdings;Finance;Property-Casualty Insurers
NML;Neuberger Berman MLP and Energy Income Fund Inc. Common Stock;Neuberger Berman MLP and Energy Income;Finance;Finance/Investors Services
NMM;Navios Maritime Partners LP Common Units Representing Limited Partner Interests;Navios Maritime Partners;Consumer Discretionary;Marine Transportation
NMR;Nomura Holdings Inc ADR American Depositary Shares;Nomura Holdings;Finance;Investment Bankers/Brokers/Service
NMRD;Nemaura Medical Inc. Common Stock;Nemaura Medical;Health Care;Medical Specialities
NMRK;Newmark Group Inc. Class A Common Stock;Newmark;Finance;Real Estate
NMS;Nuveen Minnesota Quality Municipal Income Fund ;Nuveen Minnesota Quality Municipal;Finance;Finance Companies
NMT;Nuveen Massachusetts Quality Municipal Income Fund Common Stock;Nuveen Massachusetts Quality Municipal;Finance;Finance/Investors Services
NMTC;NeuroOne Medical Technologies Corporation Common Stock;NeuroOne Medical Technologies;Health Care;Medical Specialities
NMTR;9 Meters Biopharma Inc. Common Stock;9 Meters Biopharma;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NMZ;Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share;Nuveen Municipal High Income Opportunity;Finance;Finance/Investors Services
NN;NextNav Inc. Common Stock;NextNav;Industrials;Industrial Machinery/Components
NNAVW;NextNav Inc. Warrant;NextNav Warrant;Industrials;Industrial Machinery/Components
NNBR;NN Inc. Common Stock;NN Inc;Industrials;Consumer Electronics/Appliances
NNDM;Nano Dimension Ltd. American Depositary Shares;Nano Dimension;Technology;Electrical Products
NNI;Nelnet Inc. Common Stock;Nelnet;Finance;Finance: Consumer Services
NNN;National Retail Properties Common Stock;National Retail Properties;Real Estate;Real Estate Investment Trusts
NNOX;NANO-X IMAGING LTD Ordinary Shares;NANO-X IMAGING;Health Care;Medical Electronics
NNVC;NanoViricides Inc. Common Stock;NanoViricides;Health Care;Biotechnology: Pharmaceutical Preparations
NNY;Nuveen New York Municipal Value Fund Common Stock;Nuveen New York Municipal Value;Finance;Investment Managers
NOA;North American Construction Group Ltd. Common Shares (no par);North American Construction;Consumer Staples;Meat/Poultry/Fish
NOAH;Noah Holdings Limited;Noah Holdings;Finance;Investment Managers
NOC;Northrop Grumman Corporation Common Stock;Northrop Grumman;Technology;Security Systems Services
NODK;NI Holdings Inc. Common Stock;NI Holdings;Finance;Property-Casualty Insurers
NOG;Northern Oil and Gas Inc. Common Stock;Northern Oil and Gas;Energy;Oil & Gas Production
